Date,Close,High,Low,Open,Volume,Stock
,123.6886215209961,126.87833061040895,120.03896327722832,126.48836708502724,467120600,nvda
,124.63853454589844,124.9885008224628,118.08913405132431,123.08867408422283,392925500,nvda
,120.0589599609375,127.83824341487099,119.1790436181177,123.76861793270326,390372900,nvda
,116.64927673339844,118.55909714130068,112.99961082645434,114.7394486968032,371235700,nvda
,118.63909149169922,121.1888524384042,116.68926621972048,116.94924444838958,256550000,nvda
,124.81851959228516,124.98850212428793,120.74889426826606,121.74880228526035,262230800,nvda
,128.66815185546875,128.7581551695,125.19847756454047,127.40827329026631,251483600,nvda
,129.8280487060547,130.35799871586244,124.9884977355082,129.20811063964976,228186300,nvda
,133.55772399902344,134.98758517024453,129.94805537047182,130.0780330404282,216989100,nvda
,132.7877960205078,134.4676342706669,131.0079608594355,132.56781502240796,178902400,nvda
,131.12794494628906,132.22784993678553,129.0681367435288,130.00805277951918,160278600,nvda
,135.27755737304688,136.487452862588,131.15794096754342,131.54790450828392,197430000,nvda
,138.8372344970703,139.23719160158925,135.4875365315285,136.46744211776974,195479600,nvda
,139.38717651367188,143.4268135927519,137.91731045487123,141.25701494818574,219176600,nvda
,139.21719360351562,141.34700263351252,137.2073839146051,139.49716663707372,167536000,nvda
,140.0971221923828,140.6470746897965,136.7774200315485,140.01712771481476,143903600,nvda
,134.41763305664062,141.4470007486669,134.01767593596887,140.02711787829398,228217600,nvda
,130.2680206298828,138.57725415414035,130.06804206967678,136.5474420161462,251381100,nvda
,126.61835479736328,130.18802626376245,124.42856133510212,129.96804527013506,271428700,nvda
,131.26792907714844,133.71770077604796,128.478192299153,129.97805439122038,322553800,nvda
,120.13895416259766,134.99758082030266,119.99896764539281,134.9875872324259,443175800,nvda
,124.90850830078125,125.07849083366686,116.38929530836823,118.00914142194866,389091100,nvda
,114.04950714111328,123.68861991301428,112.26967207329028,123.49864257535764,411381400,nvda
,115.97933197021484,119.29902637351395,110.09987541363249,110.63982667322061,398163300,nvda
,117.28921508789062,118.26912068620358,114.49947076595478,117.56918811598004,284337900,nvda
,110.55982971191406,115.3393888375433,110.209863429875,113.51955654224739,321181900,nvda
,112.67964172363281,113.46957000648335,107.5501084934214,111.2397716760376,341755500,nvda
,106.97016143798828,111.83970852661247,105.45029700249104,109.88989097369002,366487400,nvda
,108.75,112.22967568900775,104.76036144852146,106.98015850635034,354865700,nvda
,115.73999786376953,116.76000213623047,112.87999725341797,114.12000274658203,323857500,nvda
,115.58000183105469,117.76000213623047,113.79000091552734,117.02999877929688,299033100,nvda
,121.66999816894531,121.87999725341797,118.1500015258789,118.61000061035156,277593500,nvda
,119.52999877929688,122.88999938964844,118.02999877929688,122.73999786376953,255501500,nvda
,115.43000030517578,119.0199966430664,114.54000091552734,118.0,299686900,nvda
,117.5199966430664,120.44999694824219,115.68000030517578,117.2699966430664,273426200,nvda
,118.52999877929688,120.19999694824219,116.47000122070312,116.55000305175781,248829700,nvda
,117.69999694824219,117.98999786376953,115.41999816894531,116.94000244140625,266498500,nvda
,121.41000366210938,122.22000122070312,119.33999633789062,119.87999725341797,228452500,nvda
,120.69000244140625,121.29000091552734,118.91999816894531,120.55000305175781,167447200,nvda
,113.76000213623047,118.83999633789062,112.70999908447266,118.7300033569336,293463300,nvda
,111.43000030517578,114.44999694824219,110.66000366210938,111.3499984741211,236902100,nvda
,109.66999816894531,112.87000274658203,109.06999969482422,111.48999786376953,229872500,nvda
,108.37999725341797,110.95999908447266,103.6500015258789,105.12999725341797,299212700,nvda
